케이블관리번호,법정동코드,시도명,시군구명,읍면동명,리명,케이블매설위치코드명,케이블코어수,접속코어수,사용코어수,케이블용도코드명,준공거리M,지도거리M,공간위치G,중계기회선수,중요선로
48330CA012421,4833010300,경남,양산시,중부동,#,가공,8,4,4,기타,3.77,1.59,"LINESTRING (129.032001154522 35.33526619109, 129.031987234852 35.335274877898)",8,
48330CA012357,4833012100,경남,양산시,매곡동,#,가공,48,11,10,기타,1.3,1.3,"LINESTRING (129.169642682501 35.3631234576882, 129.169646982226 35.363134599143)",9,
48330CA014007,4833025324,경남,양산시,물금읍,범어리,지중,144,60,43,#,1.35,1.14,"LINESTRING (129.013355056475 35.3247503647052, 129.013360456032 35.3247547702249, 129.013364264952 35.324752186685)",23,
48330CA014078,4833025323,경남,양산시,물금읍,가촌리,지중,48,1,1,#,74,33.82,"LINESTRING (128.990081238593 35.3154663756014, 128.990230173431 35.3155849629219, 128.99009187555833 35.315657662569706)",,
48330CA015500,4833025324,경남,양산시,물금읍,범어리,지중,48,8,6,#,1,1,"LINESTRING (129.000881032483 35.3256897646297, 129.000890013362 35.3257020134616)",10,
48330CA015501,4833025324,경남,양산시,물금읍,범어리,지중,24,11,6,#,234,234,"LINESTRING (129.000890013362 35.3257020134616, 129.00089735400633 35.32565466194188, 129.0010462215991 35.32552490006549, 129.001252959083 35.3253389879616, 129.001404032421 35.3251680280385, 129.00176039032684 35.32486598144777, 129.001970976849 35.3247059911706, 129.00205090308373 35.32465518221182, 129.00226555799625 35.324480247239215, 129.002508521964 35.324289583692966, 129.002639039924 35.324169989715)",11,
48330CA017030,4833025323,경남,양산시,물금읍,가촌리,지중,48,6,6,#,1,1,"LINESTRING (128.9969318166847 35.31857631706417, 128.9969372145589 35.31856610729545)",,
48330CA017031,4833025323,경남,양산시,물금읍,가촌리,지중,24,5,5,#,1,1,"LINESTRING (128.9965478216382 35.31823494375119, 128.99655576879243 35.31824181863623)",,
48330CA017479,4833025323,경남,양산시,물금읍,가촌리,지중,48,7,7,#,1,2,"LINESTRING (128.99763510224682 35.319151811102415, 128.99766198220854 35.31915116034846)",,
48330CA013297,4833032026,경남,양산시,원동면,선리,가공,72,1,1,기타,1.72,0.82,"LINESTRING (128.98659287050617 35.487414236215024, 128.9865839057646 35.48741378319524)",,
48330CA017645,4833025323,경남,양산시,물금읍,가촌리,지중,72,2,0,#,1,1,"LINESTRING (128.99843841823053 35.31978705945352, 128.9984517806638 35.31977534215896)",,
48330CA017884,4833025323,경남,양산시,물금읍,가촌리,지중,48,2,2,#,1,1.2,"LINESTRING (128.99574032525246 35.318968132751216, 128.99575355931736 35.31896801965524)",,
48330CA018146,4833025321,경남,양산시,물금읍,물금리,지중,48,4,4,#,1,1,"LINESTRING (128.988673993095 35.3072869894126, 128.98869202624277 35.30728626302425)",,
48330CA019205,4833031026,경남,양산시,동면,석산리,지중,12,0,0,#,1,2,"LINESTRING (129.024852921008 35.3146430963023, 129.0248276410211 35.314649070415754)",,
48330CA019204,4833031026,경남,양산시,동면,석산리,지중,12,0,0,#,1,2,"LINESTRING (129.024852921008 35.3146430963023, 129.02483657607004 35.31463064416475)",,
48330CA019272,4833025323,경남,양산시,물금읍,가촌리,지중,36,0,0,#,1,1,"LINESTRING (128.99575355931736 35.31896801965524, 128.99575989175298 35.31897935330136)",,
48330CA019451,4833025323,경남,양산시,물금읍,가촌리,FTTH,48,7,7,지중용,1,1,"LINESTRING (128.99774542693106 35.31788779058685, 128.99775294885475 35.31788558428657, 128.997752015079 35.3178760334745)",,
48330CA020076,4833033022,경남,양산시,상북면,대석리,가공,48,1,0,#,4,2.42,"LINESTRING (129.05565624198456 35.391307231553554, 129.05568173484076 35.391313383281776)",,
48330CA017643,4833025323,경남,양산시,물금읍,가촌리,지중,48,1,0,#,1,2,"LINESTRING (128.9980578615301 35.31949763103333, 128.99808082112517 35.319484386111846)",,
48330CA020513,4833025321,경남,양산시,물금읍,물금리,FTTH,12,0,0,지중용,2,2.25,"LINESTRING (128.988014011769 35.3077440047116, 128.98798996164086 35.30774880270184)",,
48330CA021804,4833025323,경남,양산시,물금읍,가촌리,지중,12,0,0,#,2,1,"LINESTRING (128.99846748417133 35.31842339124706, 128.9984792590675 35.31842345660599)",,
48330CA021894,4833025322,경남,양산시,물금읍,증산리,지중,48,0,0,#,4,4.31,"LINESTRING (129.00757560406555 35.30605264032434, 129.00762303477035 35.30605261241496)",,
48330CA023170,4833011800,경남,양산시,주진동,#,가공,144,72,2,#,1,1.25,"LINESTRING (129.1567108753552 35.38918015236832, 129.15669983229 35.3891869246788)",,
48330CA023772,4833032024,경남,양산시,원동면,영포리,가공,72,1,1,#,1,2.6,"LINESTRING (128.95107704089963 35.43391336042343, 128.95108148429836 35.43390433920231, 128.95106509157674 35.43390184622726)",,
48330CA029074,4833025321,경남,양산시,물금읍,물금리,지중,48,1,1,#,1,1,"LINESTRING (128.99240436113962 35.30847920581405, 128.992417014326 35.3084870410613)",,
48330CA029218,4833011700,경남,양산시,소주동,#,FTTH,48,0,0,가공용,14,59,"LINESTRING (129.1619459144 35.4109915409671, 129.161912866124 35.4107591959112, 129.16177381455282 35.41063432837373, 129.16168157301726 35.410520725015296)",,
48330CA028721,4833025321,경남,양산시,물금읍,물금리,FTTH,12,2,2,가공용,30,29,"LINESTRING (128.98894200924 35.3070960041109, 128.98886360062625 35.30702295722601, 128.9889313969316 35.306953105830345, 128.98899733678994 35.306897634501816)",,
48330CA029212,4833011700,경남,양산시,소주동,#,FTTH,48,0,0,가공용,12,6,"LINESTRING (129.1598312749206 35.408531932055546, 129.15987134733373 35.40858423610747)",,
48330CA029215,4833011700,경남,양산시,소주동,#,FTTH,48,0,0,가공용,15,15,"LINESTRING (129.160996730302 35.4097940190978, 129.1611022168757 35.40990109802624)",,
48330CA029214,4833011700,경남,양산시,소주동,#,FTTH,48,0,0,가공용,10,10,"LINESTRING (129.160803802565 35.4095929203135, 129.160746503404 35.40951283222869)",,
48330CA030805,4833012000,경남,양산시,덕계동,#,가공,48,3,3,#,72,54,"LINESTRING (129.15968882626254 35.37374919005496, 129.15967628926197 35.37377528222102, 129.1596906046505 35.37415515052221, 129.15965598154554 35.374160979223106, 129.1596383731774 35.37410740911819)",1,
48330CA007472,4833010300,경남,양산시,중부동,#,지중,24,23,21,기타,978,49.5,"LINESTRING (129.028584135631 35.3354187145568, 129.028522985571 35.3354256897857, 129.028526705844 35.3354801573213, 129.028538999683 35.3355909036969, 129.028535306933 35.3356318857065, 129.028533978001 35.3356767037204, 129.028525470843 35.3357138007294, 129.028569347321 35.3357597526721, 129.028620375562 35.3357369237549)",17,
48330CA008283,4833011900,경남,양산시,평산동,#,가공,12,12,12,기타,42,36,"LINESTRING (129.1258887185521 35.37802414899654, 129.1256491658493 35.37828361527527)",23,
48330CA007808,4833011800,경남,양산시,주진동,#,가공,72,38,31,기타,249,241.34,"LINESTRING (129.16259717608577 35.39915827699564, 129.1625177871587 35.3989618722092, 129.16235647310205 35.398680101783874, 129.16219077811553 35.3984530484178, 129.16205275369882 35.398299992604656, 129.16196515899858 35.39820660482835, 129.16153307043234 35.397858617934006, 129.16122173734195 35.39758503750589, 129.16096016263504 35.397573580642174)",42,
48330CA020272,4833010400,경남,양산시,북부동,#,가공,8,8,1,#,170,170,"LINESTRING (129.034746503434 35.346484531056, 129.033486562449 35.3466227179264, 129.03320611319 35.3461796987198)",,
48330CA015048,4833032024,경남,양산시,원동면,영포리,가공,12,6,3,#,586,584.93,"LINESTRING (128.93287965149892 35.42571938227199, 128.93298123619994 35.4253094070329, 128.9327518002874 35.425030903396234, 128.93269883595795 35.4247418969112, 128.9327718762376 35.42437645073126, 128.93299052438667 35.42385600655741, 128.93318143118 35.4235826248048, 128.93337617730637 35.423164531812944, 128.9335056364911 35.422836451094234, 128.933571415298 35.42248884060408, 128.93360382572172 35.42198694761073, 128.93364206253182 35.42158077910215, 128.93371779298968 35.421144603213534, 128.9339700192808 35.42069404193577)",3,
48330CA008513,4833011600,경남,양산시,주남동,#,가공,48,8,7,기타,6,1.63,"LINESTRING (129.16205172231753 35.41903780072171, 129.16203981487683 35.41904874104811)",,
48330CA010536,4833025324,경남,양산시,물금읍,범어리,지중,12,4,4,기타,260,184,"LINESTRING (129.019078158984 35.3254800749418, 129.01892897812 35.3248730336768, 129.019924255677 35.325518569632)",3,
48330CA007786,4833025324,경남,양산시,물금읍,범어리,가공,12,9,2,기타,182,199.93,"LINESTRING (129.01229875131847 35.33558437691709, 129.012428320483 35.335691124605, 129.01271134414 35.3357008008285, 129.0139197866113 35.33468397738678)",1,
48330CA008514,4833011600,경남,양산시,주남동,#,가공,12,9,8,기타,6,1.36,"LINESTRING (129.16203981487683 35.41904874104811, 129.16202490600196 35.419047608030304)",,
48330CA007787,4833025324,경남,양산시,물금읍,범어리,가공,24,21,13,기타,149,153,"LINESTRING (129.013550828712 35.3296019693729, 129.01356841740616 35.32960080665971, 129.01356954046267 35.3295927880615, 129.013544972893 35.3295780015438, 129.01310973069764 35.329252147457865, 129.01295858188996 35.329185046236205, 129.013308975346 35.3289319873381, 129.013589028679 35.3286919854459)",7,
48330CA007202,4833010700,경남,양산시,북정동,#,가공,8,7,7,기타,72,30,"LINESTRING (129.04976098291516 35.36500720917863, 129.049670009574 35.3649150424822, 129.049492125795 35.3648713725265)",7,
48330CA016141,4833025323,경남,양산시,물금읍,가촌리,가공,36,36,24,#,748,772,"LINESTRING (128.99838228565224 35.324308680934124, 128.99838166266446 35.32430489689086, 128.9981485647085 35.32416842070327, 128.997667310216 35.3238174243482, 128.99753357153264 35.32360496740055, 128.99736653556346 35.323378820829625, 128.997252680045 35.3233086677378, 128.99678571484822 35.32312201619471, 128.9964660692478 35.3230184163515, 128.99634698923904 35.322978543914935, 128.99618593099265 35.322922638240165, 128.99575287068137 35.32277867103094, 128.99527499214258 35.322632368711425, 128.9949058634494 35.322389629757126, 128.99452933692564 35.32225000972802, 128.9943849188425 35.3218970950632, 128.99421206542473 35.321564303766706, 128.9941504200501 35.321362136686474, 128.9938690616748 35.32110147509953, 128.9936945045779 35.3208907713863, 128.99339760837833 35.3205701474066, 128.99318991202688 35.320351822476475, 128.992877482224 35.3200211043268, 128.99255773067202 35.319675731844825, 128.9925554910975 35.31966909225474)",,
48330CA007002,4833011100,경남,양산시,유산동,#,가공,12,10,6,기타,467,462,"LINESTRING (129.0352954978617 35.35825717165875, 129.03526092883564 35.358250039393106, 129.0349459333441 35.35837165853659, 129.034606883074 35.3585120159047, 129.03439965392565 35.35861230679341, 129.03422728601 35.3586957257174, 129.033863383731 35.3588444575297, 129.0336588743075 35.35892999489485, 129.033559545307 35.3589715396624, 129.033360578619 35.3590274622026, 129.033207529075 35.3590939415761, 129.03286117357885 35.35924727777296, 129.032433490071 35.3592712764879, 129.032108857562 35.3592695270001, 129.031890340112 35.3592728419425, 129.031657765599 35.3592764830225, 129.031392839899 35.359271023537, 129.031151569754 35.3592680499697, 129.030948376828 35.3592709252908, 129.030725326223 35.3592744044642, 129.03052396819976 35.35926968127978, 129.030499242587 35.3592691012813)",5,
48330CA029707,4833032026,경남,양산시,원동면,선리,가공,24,24,10,#,152,152,"LINESTRING (128.98602400805083 35.48612558709988, 128.98602286071662 35.48613583408717, 128.98605521938296 35.4862676852535, 128.986216629225 35.486566038284, 128.98643369732184 35.48697213597837, 128.9865839057646 35.48741378319524)",2,
48330CA020015,4833011600,경남,양산시,주남동,#,가공,48,25,22,#,333,333,"LINESTRING (129.15798492572844 35.431043414689675, 129.158370864393 35.4311308911971, 129.158756946513 35.4311960875983, 129.159461268801 35.43128055822, 129.159887082259 35.4314011016521, 129.160016649733 35.4314371776739, 129.160276574511 35.4315388772874, 129.160626655857 35.4315108478093, 129.16087289230973 35.431549861565244, 129.16122377992411 35.43160588845252, 129.161509103482 35.4316540829019, 129.16154720686055 35.43166567310337)",29,
48330CA009977,4833034021,경남,양산시,하북면,순지리,가공,12,2,2,기타,243,199.7,"LINESTRING (129.088174805415 35.4980726384943, 129.088187819887 35.4980796489643, 129.088296977489 35.4983831732437, 129.0883925811 35.4986880818187, 129.088498966568 35.4990292705031, 129.088593280505 35.4992982354168, 129.088729661742 35.499683979503, 129.08870899915 35.4995633771594)",4,
48330CA010880,4833010800,경남,양산시,산막동,#,가공,24,1,1,기타,49,85,"LINESTRING (129.05886635823214 35.3761371154906, 129.05854026038378 35.37613780123672, 129.05834843238273 35.37614422031815, 129.058455680123 35.375812868076)",,
48330CA007084,4833032022,경남,양산시,원동면,용당리,가공,24,22,17,기타,100,91,"LINESTRING (128.90066090609 35.3722366909933, 128.90050602144802 35.37213827431602, 128.90028267011363 35.372157275123605, 128.90009689682716 35.37217272580014, 128.8997134704469 35.372195884456985, 128.89969914635753 35.37219038045634)",16,
48330CA007134,4833011600,경남,양산시,주남동,#,가공,8,8,8,기타,220,219,"LINESTRING (129.1450163180038 35.43063664836934, 129.144962123715 35.4302502125144, 129.144907474823 35.4298406932493, 129.144789893898 35.4294514905207, 129.144689245406 35.4289603925796, 129.144411106919 35.4288017658401)",9,
48330CA010660,4833031028,경남,양산시,동면,가산리,가공,24,7,4,기타,103,101,"LINESTRING (129.01595307344073 35.28184151020962, 129.016141081409 35.2816322424914, 129.01628353639015 35.28142249252171, 129.0164823772288 35.281039215971425)",,
48330CA007705,4833010500,경남,양산시,명곡동,#,가공,8,4,4,기타,50,81,"LINESTRING (129.075515704239 35.3394052976773, 129.075345422407 35.3389866820137, 129.07522407176 35.338938292621, 129.075111970592 35.3388897442629, 129.07503153656 35.338855613799)",6,
48330CA006905,4833012000,경남,양산시,덕계동,#,가공,72,59,45,기타,160,150.85,"LINESTRING (129.149957490285 35.372925147824084, 129.14985402774275 35.372855278292896, 129.14981293298115 35.37278822220252, 129.14956783372443 35.3725002512427, 129.149285502402 35.3721687245247, 129.149217367161 35.3720566442497, 129.14903237454206 35.37180434129392)",21,
48330CA007122,4833033023,경남,양산시,상북면,소토리,가공,12,10,10,기타,251,251,"LINESTRING (129.04721362751 35.3779275947509, 129.047200329043 35.3779472885197, 129.047351324594 35.3783815573587, 129.047572541639 35.378855451111, 129.04788485098 35.3792963789128, 129.04808673147647 35.37946305808744, 129.048249881868 35.3796440435246, 129.048452533889 35.3799096347781)",9,
48330CA009879,4833031021,경남,양산시,동면,개곡리,가공,12,12,5,기타,110,76.9,"LINESTRING (129.125264845722 35.3480974663925, 129.1251109274138 35.34763651589337, 129.1249097387048 35.34749806904182)",5,
48330CA007823,4833011500,경남,양산시,명동,#,가공,12,6,5,기타,186,157.3,"LINESTRING (129.16407759704882 35.39602782095209, 129.163918795291 35.3962251465426, 129.16384202816556 35.39629164377193, 129.16372302809683 35.396436476064764, 129.163545175643 35.3966849665029, 129.162918437549 35.3969412789604, 129.162972634935 35.3969716018431)",4,
48330CA007822,4833011900,경남,양산시,평산동,#,가공,12,10,9,기타,150.2,155.68,"LINESTRING (129.15199535837462 35.384788415234354, 129.15199917560096 35.38440879480629, 129.1519494037747 35.38415281198489, 129.15221357686437 35.38415927093128, 129.1525565920171 35.38412661203804, 129.1527907387211 35.38411982018109, 129.15284531779798 35.384155652176226, 129.1528541996072 35.38416980555726)",14,
48330CA010869,4833033025,경남,양산시,상북면,상삼리,가공,12,2,2,기타,277,247,"LINESTRING (129.058236614366 35.4268075323764, 129.05824272495175 35.42680606501021, 129.058536396181 35.4264647498607, 129.058837272453 35.4261131980109, 129.059128283675 35.4257776828994, 129.059464136355 35.425441496792, 129.059935425488 35.4250829378066)",,
48330CA009890,4833032021,경남,양산시,원동면,원리,가공,12,12,1,기타,235,37,"LINESTRING (128.92040320601 35.3918439394673, 128.920424454999 35.3918096931653, 128.92042575408504 35.39151055593079)",1,
48330CA029708,4833032026,경남,양산시,원동면,선리,가공,24,24,19,#,523,523,"LINESTRING (128.9823931669603 35.481505601081736, 128.98225547640507 35.48129478911968, 128.9821074741808 35.48102446394747, 128.9818097547259 35.48070674776128, 128.981584321637 35.4804269627051, 128.98129635027 35.4800616140809, 128.98100567552575 35.479748019868204, 128.98082697714528 35.4794278302099, 128.9806239514162 35.478973688841535, 128.98081346715946 35.47851761802447, 128.98099638593 35.4782973482574, 128.98107418993402 35.47815054849616, 128.981358241507 35.4778312459582, 128.98146129200993 35.47760372513109, 128.98166295740373 35.47743473954578)",4,
48330CA022934,4833033025,경남,양산시,상북면,상삼리,가공,12,2,1,#,153,169.18,"LINESTRING (129.061645534645 35.4270928740813, 129.0616163312583 35.42659899571048, 129.06157746864 35.4262842236712, 129.061538140214 35.4258327909566, 129.061748514246 35.4256361190404)",2,
48330CA007738,4833033022,경남,양산시,상북면,대석리,가공,12,12,4,기타,120,121.09,"LINESTRING (129.0536784095645 35.39274295091788, 129.053551330506 35.3929041638917, 129.053289449998 35.3931193108181, 129.053427184024 35.393342508994, 129.0533892602394 35.3936868442861)",4,
48330CA013655,4833032022,경남,양산시,원동면,용당리,가공,12,3,3,기타,165.97,165.97,"LINESTRING (128.87494797506 35.3808557261873, 128.874746176688 35.3812982634971, 128.874582616488 35.3816752201546, 128.874489280901 35.3819370668215, 128.874396322097 35.3822152218833, 128.874471148422 35.3822233285616)",,
48330CA007117,4833032025,경남,양산시,원동면,대리,가공,48,24,22,기타,208,72.76,"LINESTRING (128.98047634613985 35.42891599484316, 128.980420461395 35.4289673025358, 128.979753619624 35.4291836261025)",12,
48330CA008347,4833010300,경남,양산시,중부동,#,가공,24,9,3,기타,20,19.55,"LINESTRING (129.02760627023 35.3389751582603, 129.027663100045 35.3389004765492, 129.027707646484 35.3388279838397)",2,
48330CA009921,4833010400,경남,양산시,북부동,#,지중,24,24,23,기타,331,333.18,"LINESTRING (129.04106501773921 35.35094183419516, 129.041059393102 35.35093774466891, 129.0408575770745 35.35096060933167, 129.0408556640934 35.35089611418081, 129.0404095616 35.349590064687, 129.039979442223 35.3483996875576, 129.04017156121878 35.348341661740804)",7,
48330CA011290,4833010900,경남,양산시,호계동,#,가공,12,12,9,기타,479,478,"LINESTRING (129.06678294645752 35.3673411072129, 129.0663252105527 35.3673228124693, 129.06577253372697 35.36730856387217, 129.06545941704016 35.36730276040308, 129.0650465167722 35.36729514956831, 129.06457684451263 35.36728658206898, 129.06415641562236 35.36729878769188, 129.0638466437707 35.36730589691221, 129.06338140754812 35.367313326694024, 129.06303102559812 35.36731926885407, 129.06256225170858 35.3673305447796, 129.062312117661 35.367569253283, 129.062300754932 35.3676966970075, 129.06236869596125 35.36809231906594, 129.062364458896 35.368106064778296)",12,
48330CA007832,4833011500,경남,양산시,명동,#,가공,48,5,4,기타,119,93,"LINESTRING (129.164907773463 35.408892406734, 129.164917329116 35.4089034113345, 129.164956774573 35.4089965279118, 129.16475232356086 35.409035579937836, 129.16471428381448 35.408909463777526, 129.16460415514533 35.40853883006407, 129.1645951717908 35.40849329045446)",8,
48330CA007135,4833011600,경남,양산시,주남동,#,가공,12,6,2,기타,415,415.23,"LINESTRING (129.142995596283 35.4352743581958, 129.142791245521 35.4355625228853, 129.14252664167 35.4358185895019, 129.142139765936 35.4361905682935, 129.142348460607 35.4366213746253, 129.14217885162 35.4368943207637, 129.14218106192 35.4373684487773, 129.142432017481 35.4378925990891, 129.142689145092 35.4382314247169, 129.142841035341 35.4385886118629)",1,
48330CA007740,4833011700,경남,양산시,소주동,#,가공,12,6,3,기타,0,31.82,"LINESTRING (129.151279441089 35.405553845122, 129.150940222259 35.405624962039)",6,
48330CA007265,4833031022,경남,양산시,동면,법기리,가공,8,8,4,기타,1290,1006.15,"LINESTRING (129.11458311714063 35.34284602973689, 129.114465686088 35.3427107037963, 129.114160086741 35.342736871465, 129.113475368062 35.342982919111, 129.113094379411 35.3429395601817, 129.112566318715 35.3428888571906, 129.111939225091 35.3428221271844, 129.111351657929 35.3433293755429, 129.110774647315 35.3427050279497, 129.110376072035 35.3427911247063, 129.109977024529 35.3425800679167, 129.109288724745 35.3426365197962, 129.108741009312 35.342729991524, 129.108146329378 35.3424757233912, 129.10713841334 35.3422976450038, 129.107227352121 35.3419351997975, 129.10512558628 35.3415233454484)",1,
48330CA022866,4833032021,경남,양산시,원동면,원리,가공,24,24,18,#,72,72,"LINESTRING (128.9208334948908 35.380627180187986, 128.9208186286003 35.381002993814185, 128.920728311646 35.38127216759)",2,
48330CA029334,4833011700,경남,양산시,소주동,#,가공,12,11,3,#,223,223,"LINESTRING (129.14875050686658 35.41930299967299, 129.1487888289316 35.41900059528679, 129.14882486298868 35.418716816759044, 129.14886235013827 35.41841146549403, 129.14890611796457 35.41803855244075, 129.14866711887422 35.41808217494637, 129.14846001714537 35.41824284579651, 129.1481001591439 35.41835143759391)",5,
48330CA007841,4833010700,경남,양산시,북정동,#,가공,12,4,4,기타,195,187,"LINESTRING (129.044201871669 35.359468934755, 129.044206525189 35.3594771481194, 129.04424698243898 35.35926852929044, 129.044540066747 35.359282746524, 129.044760514012 35.3593889486133, 129.04472320576386 35.3596595604943, 129.044749838493 35.3599168615125, 129.044681372762 35.3599599024307, 129.0443895142292 35.360296412183814)",3,
48330CA012666,4833034025,경남,양산시,하북면,삼수리,가공,12,10,2,기타,31.15,42.8,"LINESTRING (129.07556727715985 35.46313355948646, 129.075213330442 35.4633884761646)",2,
48330CA010862,4833011800,경남,양산시,주진동,#,가공,12,0,0,기타,122,18.15,"LINESTRING (129.158536104736 35.3912162891475, 129.158513099529 35.3912129915727, 129.158354776706 35.3911494826624)",,
48330CA007278,4833011500,경남,양산시,명동,#,가공,12,9,5,기타,300,267,"LINESTRING (129.1625303739873 35.398301307135114, 129.1624775248802 35.39845896224004, 129.16257938072275 35.398618431957104, 129.1627282723753 35.398873326349545, 129.16286892226162 35.39913734960514, 129.1629921922733 35.39947655405868, 129.1631763218158 35.39981351153462, 129.16330897279013 35.40020724338423, 129.16365945137676 35.400033446858075, 129.163680938293 35.4000222095312)",8,
48330CA006836,4833011700,경남,양산시,소주동,#,가공,24,23,17,기타,277,316,"LINESTRING (129.15454435183008 35.40725119757601, 129.15495209069164 35.407258401054435, 129.15532038458213 35.40725751120496, 129.15551612490788 35.407251820599235, 129.1559731986946 35.40732274936787, 129.156013409546 35.4073270471154, 129.1566007880316 35.40714988863869, 129.15676122660392 35.407103173087215, 129.1570786099248 35.406948370625535, 129.15725335364087 35.40674319235595, 129.157394082723 35.40664990768786, 129.1577517462231 35.406638940843315)",17,
48330CA007762,4833011700,경남,양산시,소주동,#,가공,24,22,6,기타,247,250.06,"LINESTRING (129.15859411520958 35.417282516113765, 129.158115259445 35.4175205478812, 129.157765713939 35.4176861438685, 129.157665191519 35.4177338161233, 129.157228572844 35.4179441385195, 129.157048777011 35.4180345490709, 129.156521540376 35.4182703629756, 129.15622299142086 35.418427008375566)",7,
48330CA010983,4833032022,경남,양산시,원동면,용당리,가공,8,1,1,기타,70,40,"LINESTRING (128.8955495993516 35.37563713121166, 128.8955504212969 35.375647769285315, 128.89542624814297 35.37590545819561, 128.89533537489 35.3758949109162)",,
48330CA007835,4833011500,경남,양산시,명동,#,가공,12,12,10,기타,378,370,"LINESTRING (129.17116132486373 35.404262621752686, 129.17115473247998 35.40463502771225, 129.17114164754506 35.40495547269365, 129.1711211512347 35.40533363532135, 129.17110267295575 35.405751213096686, 129.1710899460995 35.4060515089161, 129.17106697083003 35.40643879178212, 129.17105631764198 35.406877039256806, 129.171044427178 35.40718035211626, 129.17104291116493 35.40741111515899, 129.1710628529151 35.4075693218249, 129.17106114349735 35.40758582111485)",11,
48330CA010001,4833032026,경남,양산시,원동면,선리,가공,12,2,2,기타,230,197,"LINESTRING (129.015080019694 35.5234772195208, 129.015119613692 35.5234779229643, 129.015496386923 35.523373334642, 129.015627293468 35.5233863214936, 129.015902999662 35.5233422376521, 129.016358162678 35.5231604679501, 129.016806490643 35.5230246689497, 129.016945895523 35.5227866872948, 129.016962341987 35.5227810951373)",1,
48330CA018857,4833033021,경남,양산시,상북면,석계리,가공,72,72,37,#,325,325,"LINESTRING (129.0575500867226 35.40690217305614, 129.05756922313256 35.40725283534789, 129.0576262046778 35.40756722829585, 129.05767673613647 35.40769843153507, 129.0578979707 35.4081721128795, 129.057993780293 35.4083644930776, 129.058076825898 35.4085310481109, 129.058245318052 35.4088633060296, 129.05837668697822 35.4091288101355, 129.05847059440308 35.40933904363226, 129.058527419472 35.4094514398895, 129.05858880989214 35.409590108401524, 129.05862620033 35.4096739566814, 129.05862142390524 35.409675336836976)",8,
48330CA007727,4833025324,경남,양산시,물금읍,범어리,가공,48,43,11,기타,232,231,"LINESTRING (129.00374742325317 35.33368073470597, 129.003909021911 35.3338337935414, 129.004045520058 35.3339428438844, 129.004225006787 35.3340955263889, 129.00449795289524 35.334323498477616, 129.0046068040352 35.334399342195546, 129.004766221794 35.3345217096844, 129.005135860725 35.3347997082935, 129.005178903937 35.334830687616, 129.00552775852 35.3351418292085, 129.005553710277 35.3351449795639)",4,
48330CA006929,4833011700,경남,양산시,소주동,#,가공,12,0,0,기타,107,106.21,"LINESTRING (129.158303233197 35.4152165625079, 129.158207239789 35.4150730813578, 129.157922173333 35.4146734994589, 129.157802488663 35.4145030423074, 129.157728388263 35.4143836844202)",,
48330CA007239,4833010500,경남,양산시,명곡동,#,가공,24,10,10,기타,57,55,"LINESTRING (129.066199659577 35.3398945404841, 129.066583035406 35.3397611129762, 129.066772857806 35.3397774197593)",14,
48330CA030280,4833034021,경남,양산시,하북면,순지리,가공,24,6,1,#,322,283.08,"LINESTRING (129.08971082552935 35.49042518925134, 129.08968123005153 35.49021251599278, 129.08961060864414 35.489950093334976, 129.0895298483938 35.489653854952316, 129.08946939608884 35.489557874939656, 129.0891576386101 35.48921664343539, 129.0889755351172 35.48909620494005, 129.0887337816052 35.48890731494115, 129.08849517793664 35.48862463509142, 129.08814925657296 35.48831054521721)",,
48330CA008548,4833010200,경남,양산시,남부동,#,지중,144,132,113,기타,236.41,221.76,"LINESTRING (129.037585733914 35.3419778679995, 129.037635958162 35.341676611264, 129.037636287782 35.3411262599566, 129.037653560168 35.3409000979866, 129.037708904824 35.340506549838, 129.03773943080373 35.33998549947377)",112,O
48330CA008635,4833010300,경남,양산시,중부동,#,지중,144,127,113,기타,140,137,"LINESTRING (129.03485263579182 35.34169745765104, 129.03479688364519 35.34167675303158, 129.03477494644204 35.341644067406705, 129.03470278776845 35.34146494842686, 129.03474260450898 35.34137033983726, 129.0347855174011 35.34133035052607, 129.03490038775567 35.341288044207325, 129.03487105000588 35.34123487958442, 129.03486960585838 35.341194890076096, 129.03507853354793 35.340787931862174, 129.0350832664708 35.34074730040536, 129.03516172283148 35.340695871427215)",128,O
48330CA020328,4833033022,경남,양산시,상북면,대석리,가공,72,37,33,#,1,0.97,"LINESTRING (129.05565624198456 35.391307231553554, 129.0556588315015 35.39129874593129)",8,
48330CA010881,4833025324,경남,양산시,물금읍,범어리,지중,12,1,1,기타,95,71,"LINESTRING (129.0135205207831 35.32958119106611, 129.0136000852793 35.32961117214316, 129.013544972893 35.3295780015438, 129.01310973069764 35.329252147457865, 129.013123813414 35.32927912409394)",,
48330CA024830,4833011600,경남,양산시,주남동,#,가공,12,12,9,#,461,426,"LINESTRING (129.14067248422526 35.424364640087234, 129.1406677617418 35.424371295409514, 129.14039221846176 35.42453854716196, 129.1404467963868 35.42478573418314, 129.1404960974519 35.42504426234918, 129.140560237158 35.4253734000896, 129.140803594426 35.4257560933818, 129.141028651622 35.4261452032889, 129.14094066490938 35.426530299673225, 129.140662321107 35.4268790750345, 129.140404174126 35.4271553014206, 129.139919766271 35.4276979941486, 129.139915535219 35.4277062708893)",44,
