케이블관리번호,법정동코드,시도명,시군구명,읍면동명,리명,케이블매설위치코드명,케이블코어수,접속코어수,사용코어수,케이블용도코드명,준공거리M,지도거리M,공간위치G,중계기회선수,중요선로
48330CA013993,4833033027,경남,양산시,상북면,내석리,가공,4,4,3,기타,227.14,229,"LINESTRING (129.009201473609 35.4570104085173, 129.009359287154 35.4574510064549, 129.009775403099 35.4578012245578, 129.010260799373 35.4582579333672, 129.009784065501 35.4584580338685, 129.009712950261 35.4584115390638)",1,
48330CA014177,4833034026,경남,양산시,하북면,백록리,가공,12,2,2,기타,120.79,124,"LINESTRING (129.08689898579954 35.46195561065945, 129.086849076709 35.4613747406705, 129.087167800019 35.4610841941591, 129.087265003657 35.460958121059)",2,
48330CA020064,4833034028,경남,양산시,하북면,용연리,가공,12,8,8,#,145,154.16,"LINESTRING (129.07471777341095 35.447739034319206, 129.074852895572 35.4472223262603, 129.07500867685422 35.447163167571425, 129.07507080356436 35.446879490863296, 129.07494068719777 35.446677773115, 129.0749329216584 35.446473613608795)",1,
48330CA007660,4833034028,경남,양산시,하북면,용연리,가공,12,2,1,기타,20,4.67,"LINESTRING (129.098249638534 35.436870739203, 129.098298486561 35.4368840403063)",1,
48330CA007881,4833032028,경남,양산시,원동면,화제리,가공,36,36,24,기타,1990,1956,"LINESTRING (128.97869982134202 35.34494771069782, 128.97856813947527 35.345142248539304, 128.978472495814 35.3454409205417, 128.978319951834 35.3457284390284, 128.97818950608476 35.34595683442338, 128.977748415872 35.3461996758942, 128.977536658058 35.3462371082123, 128.977311002338 35.3463224287425, 128.97665569159844 35.34651168085295, 128.97521514588263 35.346939569156014, 128.97493748315 35.3470881828712, 128.97468867070572 35.34713370909865, 128.974301803081 35.3471658531893, 128.973754919173 35.3472426192775, 128.973202216021 35.3472820664697, 128.972753815956 35.3471563026713, 128.972366001886 35.3470409522368, 128.971892271246 35.3468066770303, 128.971592037284 35.3465448601054, 128.97134914960367 35.34618498558933, 128.97115085512416 35.345798235273485, 128.970934628916 35.3454596708904, 128.97061839949995 35.34501286300587, 128.970389683359 35.3446132876839, 128.97011240267 35.3441911256317, 128.96987141651476 35.34376443835323, 128.969679526304 35.3433169058854, 128.969366802009 35.3429753122463, 128.9689214769253 35.34261483338448, 128.968535394269 35.3423977052072, 128.967956315073 35.3421729410617, 128.967380983818 35.3419366380908, 128.96690856510227 35.341785655062345, 128.96634633965567 35.341665761403135, 128.96578032994867 35.341650369206626, 128.965429766091 35.3416449452812, 128.964871596661 35.3416910428966, 128.9646209015168 35.341954117004086, 128.96433544257138 35.34219827562504, 128.964103468557 35.3423942169407, 128.963734021892 35.3427640134585, 128.963426214123 35.3430454969273, 128.96307233116204 35.34320185777453, 128.9625590281198 35.34321778773587, 128.9625474003748 35.343210976807065)",,
48330CA026955,4833032027,경남,양산시,원동면,서룡리,가공,36,36,24,#,1172,1191,"LINESTRING (128.94373926263157 35.34929172498168, 128.94373109801253 35.34929032392693, 128.943497169922 35.3489851063566, 128.94335196539583 35.34856267694919, 128.94312473420518 35.348310971293, 128.94275894203906 35.34831195785172, 128.94253507439515 35.34872650314244, 128.94253468751242 35.348735145323374, 128.94252711680292 35.34873928133114, 128.942367745879 35.348958409996, 128.94222092537046 35.34934648195006, 128.942099289775 35.3496116567138, 128.94214584649833 35.34999793636067, 128.94235048259046 35.3504051571315, 128.94246404598522 35.35085431821276, 128.94229850361015 35.35131131859459, 128.94216369843951 35.35169835994501, 128.9420361292219 35.35210560071082, 128.941904583868 35.352506458104, 128.941750642234 35.3530047297681, 128.94143668672194 35.35340104918277, 128.941111028461 35.3537217888742, 128.9406289252854 35.354096675570496, 128.940242856381 35.3543384135214, 128.93994110317252 35.35475155187789, 128.9396979217036 35.35506930375679, 128.93964707707568 35.35530488806068, 128.939787707898 35.355669002047, 128.939895183845 35.3559861435228, 128.939988136833 35.356304449406, 128.94002990241037 35.356702026897224)",,
48330CA007886,4833032021,경남,양산시,원동면,원리,가공,36,36,24,기타,1980,1899,"LINESTRING (128.918522454409 35.3659365475615, 128.918629899601 35.3654647032865, 128.919108369934 35.3650747557059, 128.919658671357 35.3648824098719, 128.920017640453 35.3648383982933, 128.920329902482 35.3648569598871, 128.920632469338 35.3648033875275, 128.921198078169 35.3647249007277, 128.921388942372 35.3645149181166, 128.92163319433692 35.3642202687566, 128.92156868411382 35.363934770561755, 128.92127790251968 35.36378942774098, 128.9209979697045 35.363595777496194, 128.92069908693998 35.36330204665413, 128.920834942432 35.362969190769, 128.921133008114 35.3627068488394, 128.921465374246 35.3623985332228, 128.92175823482 35.3621120265905, 128.922105478512 35.3617699385645, 128.922440874565 35.3614474253932, 128.922785439807 35.3611488268369, 128.923083365985 35.3609347040164, 128.923494478804 35.3605495973419, 128.92388078907956 35.36029439417567, 128.924219378313 35.3603208313683, 128.92461718732 35.3605389704772, 128.92473412898917 35.36057982001437, 128.9249242560807 35.36056595592211, 128.925031196454 35.3605087098851, 128.92519889167102 35.360223490889844, 128.925414658685 35.3598457110085, 128.925680583078 35.3594996854543, 128.925916583202 35.3592378630299, 128.92586494106092 35.35890394959911, 128.92588496895 35.3584352095379, 128.926195135684 35.3583548961569, 128.926706483947 35.3584823994037, 128.92730076646689 35.3586055307022, 128.9276485987623 35.35876849889329, 128.9282039685 35.3590568143592, 128.928627376098 35.3592754573223, 128.92916505159477 35.35955228979492, 128.92954671709 35.3596998019323, 128.930037875614 35.3598288872497, 128.930670801362 35.3598987444894, 128.93077991679527 35.35984972416205, 128.9308514550394 35.359752237147966, 128.93083650346284 35.35966507199996, 128.93067293489773 35.35943935554788, 128.93048033965394 35.35925106310274)",,
48330CA007163,4833010200,경남,양산시,남부동,#,지중,24,2,0,기타,262,121.51,"LINESTRING (129.025915054055 35.3332197378796, 129.026064407243 35.3337517183955, 129.026731844717 35.33380452042)",,
48330CA009689,4833010700,경남,양산시,북정동,#,가공,12,10,9,기타,270,272,"LINESTRING (129.04613033675705 35.359043279394506, 129.0461674731906 35.35904083459976, 129.04644416479087 35.35905201219867, 129.04679334023695 35.35907473108149, 129.0470019468121 35.35904395647295, 129.04724183187 35.3590269838564, 129.04769999636915 35.3590330450417, 129.0480806607875 35.35907479719543, 129.04836793928885 35.35908900697492, 129.04879678727664 35.35910548680586, 129.04911470929886 35.35907108789677)",7,
48330CA007664,4833011300,경남,양산시,용당동,#,가공,12,7,7,기타,101.54,100,"LINESTRING (129.189969365415 35.4344127648071, 129.1899420470197 35.43416443384816, 129.18989823102 35.4337951477235, 129.190227573588 35.4337186014039)",1,
48330CA006742,4833011300,경남,양산시,용당동,#,가공,12,12,4,기타,587,587,"LINESTRING (129.19234311832 35.4196618101473, 129.192462396943 35.4195222797794, 129.192952288522 35.4191513273376, 129.19322706877486 35.418897908627436, 129.193674275013 35.419368125451, 129.194386496832 35.4192248553383, 129.195062544864 35.4190762446528, 129.195580309003 35.4190470157297, 129.196206251656 35.4190852979617, 129.196704438243 35.4193114888564, 129.197248610737 35.4193502539088, 129.19797213396 35.4191802815139)",7,
48330CA019716,4833032023,경남,양산시,원동면,내포리,가공,12,10,8,#,527,352,"LINESTRING (128.96449546017698 35.40846885337707, 128.964324369497 35.4082509815202, 128.964055040998 35.408049347147, 128.963524575147 35.4078077297372, 128.962988766552 35.4075801639718, 128.962540657124 35.4074900888739, 128.962131317947 35.4072271553841, 128.962100546254 35.4071151701108, 128.961784662516 35.4069504933216, 128.961322979266 35.4068053994188)",5,
48330CA007417,4833025322,경남,양산시,물금읍,증산리,가공,24,19,11,기타,377,378,"LINESTRING (128.99161585439813 35.303235870138245, 128.992026919671 35.3029529567372, 128.992392192782 35.3027452114088, 128.992672864346 35.3025732952955, 128.993045946013 35.3023385706038, 128.993367469216 35.3021436188657, 128.993687052467 35.3019520109594, 128.994011541071 35.3017545241363, 128.99432013516 35.3015680648596, 128.99465429201 35.3013530253116, 128.99492349172834 35.301181901208494, 128.994927046719 35.30117427467882)",1,
48330CA008041,4833034028,경남,양산시,하북면,용연리,가공,24,22,22,기타,559,560,"LINESTRING (129.06129481850238 35.43215245430499, 129.061538155568 35.4324541535248, 129.061773031098 35.4327128923482, 129.062032237353 35.4329602615907, 129.0623299539264 35.43283918713541, 129.062721513672 35.4326698611658, 129.063002678818 35.4325456933346, 129.063272827506 35.4324176549487, 129.063577507906 35.4322744377565, 129.063856759172 35.4321911841248, 129.06426140267868 35.43204305293844, 129.064935685383 35.4319680030309, 129.06636946491673 35.43173876897306, 129.0666513071006 35.43169906075104, 129.0666541680343 35.43169985714859, 129.06666621995632 35.431704490329395)",11,
48330CA007536,4833011200,경남,양산시,어곡동,#,가공,12,2,2,기타,478,487,"LINESTRING (128.98219036198253 35.41860625616414, 128.9822326590667 35.4185973789625, 128.982252112568 35.4185919100568, 128.98227223464593 35.41858776166021, 128.982548830255 35.418553064268, 128.982761337655 35.418727090887, 128.9832868652634 35.418942695157455, 128.98365761929907 35.41924665002106, 128.983728307127 35.4192724209231, 128.983761132685 35.41927381052, 128.984449369028 35.4192875309024, 128.98489278771 35.4192901661194, 128.985418894382 35.4192697925751, 128.985899403212 35.4192520035904, 128.9863610686376 35.419248759880986, 128.986731802295 35.4193056868363, 128.986760204215 35.4193110608931, 128.986785835015 35.4193153571893, 128.987201351481 35.4193914670083, 128.98722331001616 35.41940155421943)",1,
48330CA007663,4833032025,경남,양산시,원동면,대리,가공,24,24,22,기타,95,90.29,"LINESTRING (128.979180990274 35.4298296178796, 128.97918721609 35.4297855012536, 128.979229863276 35.4296890219974, 128.979412621863 35.4295489346343, 128.979609371116 35.4293719338867, 128.979753619624 35.4291836261025)",12,
48330CA006937,4833011500,경남,양산시,명동,#,가공,12,10,2,기타,62,55.16,"LINESTRING (129.16654287926877 35.41025714242386, 129.1667481243625 35.41013020466356, 129.16706614384574 35.41001037210949)",3,
48330CA007196,4833010600,경남,양산시,신기동,#,가공,12,6,4,기타,20,20.69,"LINESTRING (129.04796424876656 35.35327362616955, 129.047862454648 35.3532249935208, 129.047753496169 35.3532363942918)",7,
48330CA007191,4833010300,경남,양산시,중부동,#,가공,12,6,5,기타,78,48.5,"LINESTRING (129.032001154522 35.33526619109, 129.032171440589 35.3352362600175, 129.032139178862 35.3350029450366, 129.032068128023 35.3350149641159)",7,
48330CA007055,4833032024,경남,양산시,원동면,영포리,가공,12,12,8,기타,67,39.53,"LINESTRING (128.9507050382785 35.43353928444393, 128.950762996077 35.4338923804794)",5,
48330CA007054,4833032024,경남,양산시,원동면,영포리,가공,12,12,11,기타,45,28.03,"LINESTRING (128.95107107620575 35.43390755976774, 128.950762996077 35.4338923804794)",12,
48330CA007581,4833032023,경남,양산시,원동면,내포리,가공,12,2,2,기타,8,10.81,"LINESTRING (128.950191901765 35.3985838836778, 128.950239887215 35.3985482273105, 128.950279191083 35.3985177585753)",1,
26710CA001714,4833031023,경남,양산시,동면,여락리,가공,12,7,5,기타,336,312,"LINESTRING (129.111405214624 35.3052684643439, 129.111415799132 35.3052709834004, 129.111624213192 35.3053488213916, 129.111349668049 35.305482864802, 129.111128998266 35.3056208337965, 129.110687682272 35.3058756075021, 129.110035935823 35.306295171044, 129.109687111819 35.3064954016499, 129.109257875297 35.3067392554419, 129.109033304238 35.3068712336155)",13,
48330CA007629,4833011900,경남,양산시,평산동,#,가공,12,4,2,기타,199,204,"LINESTRING (129.14264880683749 35.387831354289574, 129.143250755329 35.3878332122856, 129.143569827576 35.3878256485868, 129.143793354052 35.3878358303491, 129.14401711042095 35.38784629936314, 129.144491657399 35.38778377773462, 129.14489469211807 35.38779180874897)",,
48330CA008363,4833031026,경남,양산시,동면,석산리,가공,12,12,12,기타,65.73,73.95,"LINESTRING (129.032708725458 35.3259712010802, 129.03270225807069 35.325982302291195, 129.032504203551 35.3262380800605, 129.03219594319563 35.32599397177879)",10,
48330CA011011,4833031026,경남,양산시,동면,석산리,가공,12,11,8,기타,390,394,"LINESTRING (129.02999928227615 35.31568860127065, 129.030002569516 35.3156868406302, 129.02999805715362 35.31556816877578, 129.030208315147 35.3155573872474, 129.03069927668196 35.315554222187274, 129.0310217576233 35.3155614085512, 129.03151733826078 35.315551680049815, 129.03170927281786 35.31553100533317, 129.03169454161 35.3158950268974, 129.031703023547 35.3161320932503, 129.0316983770496 35.31635523113071, 129.031634942505 35.3167731747363, 129.031756953251 35.3169657213781, 129.0313775833 35.3169672271853, 129.031083538086 35.3169650987761, 129.031067276434 35.3169725337679)",9,
48330CA007399,4833012000,경남,양산시,덕계동,#,가공,12,6,6,기타,400,266.11,"LINESTRING (129.14903237454206 35.37180434129392, 129.14890649224256 35.371576724057576, 129.148783988214 35.3712846549491, 129.14854772819433 35.370934184194425, 129.148437885782 35.3706219374281, 129.148300622592 35.3704132326702, 129.14811857010463 35.3701069374701, 129.14765272336254 35.37028747692188, 129.147603436166 35.370394793186)",5,
48330CA010732,4833011300,경남,양산시,용당동,#,가공,8,8,7,기타,232,229,"LINESTRING (129.190227573588 35.4337186014039, 129.190605014098 35.4340616260726, 129.190921894631 35.4343545258681, 129.191151723529 35.4345839079609, 129.19143310778202 35.43483640633303, 129.191271992869 35.4350999918523, 129.19124516780875 35.43537361598514, 129.19124648326 35.435379007294)",1,
48330CA007085,4833032025,경남,양산시,원동면,대리,가공,12,12,5,기타,251,128,"LINESTRING (128.97170321251141 35.465484862836114, 128.971920889799 35.4654835936272, 128.972682176862 35.4654624071799, 128.97311006671885 35.46553723662365)",6,
48330CA008065,4833011200,경남,양산시,어곡동,#,가공,12,1,1,기타,74,74,"LINESTRING (129.00994095682 35.3688729761175, 129.010226290591 35.3692110331396, 129.01017940247627 35.369468504024184, 129.0101714023305 35.36947297107568)",,
48330CA006753,4833011500,경남,양산시,명동,#,가공,12,7,2,기타,117,122.83,"LINESTRING (129.16763540560714 35.409803618489434, 129.1678082372626 35.409745999369775, 129.168198067482 35.4096243909345, 129.16840662568472 35.40951642760423, 129.16885867049865 35.40933813917967)",4,
48330CA008090,4833011100,경남,양산시,유산동,#,가공,12,1,1,기타,141,145.11,"LINESTRING (129.03816899717447 35.36347924532803, 129.037693545055 35.3633448605098, 129.037395014259 35.3632810351653, 129.037039582678 35.3632026659314, 129.036634606636 35.3631208046075)",,
48330CA008085,4833011100,경남,양산시,유산동,#,가공,12,5,5,기타,147,151,"LINESTRING (129.026117841298 35.3678745440336, 129.026052869786 35.3677216927285, 129.025884961861 35.3676555360216, 129.025674951448 35.3674463256634, 129.025387713071 35.3673195036089, 129.024988660613 35.367254218038, 129.024770000998 35.367216728907)",6,
48330CA007486,4833011200,경남,양산시,어곡동,#,가공,24,23,11,기타,222,216,"LINESTRING (129.008107192393 35.3698077703608, 129.007603228415 35.3696569521488, 129.00735080915925 35.36956482561922, 129.007296528631 35.369422258651, 129.007327619115 35.3692244027629, 129.007560596609 35.3690324527657, 129.007750725121 35.3688252253095, 129.008012799119 35.3684815127786)",4,
48330CA007824,4833011700,경남,양산시,소주동,#,가공,12,10,4,기타,100,83.99,"LINESTRING (129.1481001591439 35.41835143759391, 129.14846001714537 35.41824284579651, 129.14866711887422 35.41808217494637, 129.1488967486154 35.418042329829966, 129.14891203209626 35.418054319375415)",4,
48330CA029124,4833031026,경남,양산시,동면,석산리,가공,12,3,1,#,39,39,"LINESTRING (129.0340326342067 35.325184605261136, 129.034168910228 35.3248503043375)",,
48330CA007307,4833010300,경남,양산시,중부동,#,가공,12,2,1,기타,260,84.42,"LINESTRING (129.025067384 35.3362426511962, 129.025064256423 35.3361500476425, 129.025003413107 35.335983962013, 129.024913012209 35.3354949770401)",,
48330CA029709,4833032026,경남,양산시,원동면,선리,가공,12,2,2,#,127,128,"LINESTRING (128.9823931669603 35.481505601081736, 128.98239557185488 35.48150057062192, 128.9823892246752 35.48149956519744, 128.98226201173748 35.48129428622024, 128.98210990546656 35.48101983852447, 128.98181692430651 35.48071289934947, 128.981666917112 35.4807372794823, 128.981644153555 35.4808317503431)",3,
48330CA006757,4833012100,경남,양산시,매곡동,#,가공,12,11,10,기타,78,78.65,"LINESTRING (129.17624555041468 35.367003995349634, 129.17567751757002 35.367328759912624, 129.17555564539612 35.367323336340206, 129.17550536067446 35.367328400665485)",8,
48330CA007300,4833010100,경남,양산시,다방동,#,가공,72,57,26,기타,228,179,"LINESTRING (129.03889841178048 35.33399549501749, 129.03889339408465 35.33400739221654, 129.03885540548976 35.334234258432275, 129.038828855068 35.3344669566228, 129.0388065310935 35.334748361916475, 129.038771860389 35.3347671711572, 129.03874418954942 35.33499194980312, 129.03883154386156 35.33529688371482, 129.03867024426 35.3354501538297, 129.038584806726 35.3354111258896)",22,
48330CA013229,4833033024,경남,양산시,상북면,소석리,가공,12,12,10,기타,398,390.46,"LINESTRING (129.053774961159 35.4076844888252, 129.053778621703 35.4076538860645, 129.05382254548834 35.407354210590604, 129.053882625574 35.4067676914288, 129.053815802876 35.4064136226219, 129.053784792865 35.4060217205505, 129.053720070528 35.4055522942324, 129.053676169539 35.4051538398672, 129.053696072654 35.4047150109008, 129.05366999355 35.4042424506903, 129.05374504943012 35.40423125480649)",12,
48330CA007545,4833011100,경남,양산시,유산동,#,가공,12,8,7,기타,435,401.91,"LINESTRING (129.034572906276 35.3668949299839, 129.034578980049 35.3668874368857, 129.034962146371 35.3666023856068, 129.035317995756 35.3663282486839, 129.035705098238 35.3660844992283, 129.036103018989 35.3658668846631, 129.036453008476 35.365681262416, 129.036812176477 35.3654926002021, 129.037190270181 35.3652915401333, 129.037558621661 35.3650965017877, 129.037946853207 35.3648909420813, 129.037867221207 35.3647086873105, 129.0378640048778 35.364713782652)",3,
48330CA007662,4833034022,경남,양산시,하북면,지산리,가공,12,3,2,기타,595,537,"LINESTRING (129.05229960087408 35.49927306176614, 129.052505092784 35.4997069956291, 129.05236131558192 35.49992395518155, 129.05194127907393 35.5002880163546, 129.05121951272474 35.50045929536624, 129.05024293718273 35.500557498323865, 129.04950695848245 35.50069768106716, 129.04936568926658 35.50109167477731, 129.04915153253512 35.50156549101505, 129.04890553342005 35.50181657939649, 129.0487483045565 35.50195383241055, 129.04862331343 35.5020779717663)",3,
48330CA008088,4833011100,경남,양산시,유산동,#,가공,144,117,108,기타,387,381,"LINESTRING (129.03452835993133 35.366733761565, 129.03453053460575 35.366726414167935, 129.0348398799 35.3664495990205, 129.035118464414 35.3662532069021, 129.035302366601 35.3660925472804, 129.03550722090804 35.365977520132304, 129.03590744073983 35.36573379565294, 129.03626709049962 35.365545525870594, 129.0366533421 35.3653508873036, 129.03709599507647 35.365108704235126, 129.03744676805945 35.36492420659596, 129.03787560031 35.36469348860952)",107,O
48330CA006778,4833010200,경남,양산시,남부동,#,지중,48,48,39,기타,307,11,"LINESTRING (129.03828054821287 35.33706480688897, 129.03822405122133 35.33705002994202, 129.0382084334507 35.33701714337519, 129.03821066700928 35.33699731154926)",26,
48330CA011238,4833011700,경남,양산시,소주동,#,가공,4,1,0,기타,38.92,39,"LINESTRING (129.15569107794047 35.41866905520887, 129.155986867995 35.4189248404002)",,
48330CA008222,4833012000,경남,양산시,덕계동,#,가공,12,2,2,기타,170,162,"LINESTRING (129.161266029929 35.3666916864524, 129.160982409582 35.3667738150101, 129.160679767476 35.3668465340646, 129.160249673344 35.3669499349051, 129.160005246462 35.3670723201343, 129.159736024036 35.3667856446819)",,
48330CA007258,4833033023,경남,양산시,상북면,소토리,가공,24,23,18,기타,84,29.02,"LINESTRING (129.04755035646846 35.37761239908029, 129.04775968221176 35.37744437059239, 129.04777152824272 35.37742520114651)",11,
48330CA010078,4833010700,경남,양산시,북정동,#,가공,8,1,1,기타,185,72,"LINESTRING (129.046633874988 35.3706748151365, 129.04664087077236 35.370652481934506, 129.046540508837 35.3703091115457, 129.0464568651729 35.370041841034855)",,
48330CA007831,4833010700,경남,양산시,북정동,#,가공,12,5,5,기타,271,267,"LINESTRING (129.046946020711 35.3600396902238, 129.046936422186 35.3600440890435, 129.04673718960063 35.36019686180242, 129.04694147426684 35.36020079711122, 129.047066407881 35.3602192374067, 129.047020150687 35.3600975325889, 129.04697993830737 35.35989168772062, 129.047017505891 35.3593927738993, 129.047042186051 35.3591017731125, 129.046995186914 35.359046145107, 129.04679293327845 35.35908044160946, 129.04644290357174 35.35905801540317, 129.04616600374808 35.35904697872434, 129.04613033675705 35.359043279394506)",6,
48330CA006986,4833031028,경남,양산시,동면,가산리,가공,72,67,19,기타,117,127.84,"LINESTRING (129.01598577958663 35.284296258989286, 129.01610386380403 35.284031907209304, 129.01626356946161 35.2835304350135, 129.01634387452174 35.28318421555651)",5,
48330CA006987,4833031028,경남,양산시,동면,가산리,가공,72,61,32,기타,239,242.53,"LINESTRING (129.01488164811678 35.28745356426848, 129.01487444308393 35.287039202283644, 129.01495606616686 35.28663415227688, 129.01512783772387 35.28623558005813, 129.015307263779 35.2858329672035, 129.01553465992612 35.2853586114171)",13,
48330CA011415,4833032026,경남,양산시,원동면,선리,가공,12,1,1,기타,355,346,"LINESTRING (128.99913636071912 35.50635650118718, 128.999345031162 35.5066851496447, 128.999666892273 35.5071043492291, 128.999817697149 35.5074857795393, 128.999966049538 35.5079830345816, 129.000129299022 35.5084008807317, 129.000309966772 35.5088831700765, 129.0004496461151 35.509246810059146, 129.00045331948843 35.50924873562814, 129.0004518465922 35.509252909610076)",2,
48330CA011223,4833032028,경남,양산시,원동면,화제리,가공,4,4,0,기타,85.31,34.18,"LINESTRING (128.9820557655002 35.36846311871906, 128.98219094251937 35.36848174620732, 128.982375846299 35.368511033294986, 128.98233683572434 35.36848446426233)",,
48330CA027998,4833031025,경남,양산시,동면,내송리,가공,12,9,9,#,177,178.26,"LINESTRING (129.066999844772 35.3260508694931, 129.066976434839 35.3257533533312, 129.06696582066 35.3254099305591, 129.06692405602453 35.325182519849875, 129.06691173616989 35.32504293418318, 129.06684942415384 35.324878076012276, 129.06673989855 35.3247765987555, 129.066502535763 35.3245705119247, 129.06650550126898 35.32456782462387)",1,
48330CA012630,4833011500,경남,양산시,명동,#,가공,8,3,3,기타,276.06,225,"LINESTRING (129.16585863969217 35.384681482877234, 129.16586178372333 35.38435758218863, 129.16585901160815 35.38396346954965, 129.16586383674556 35.383579112925865, 129.16586538537456 35.38328636619309, 129.16579160072018 35.38279321596483, 129.165950178515 35.3828113465978)",5,
48330CA009861,4833011700,경남,양산시,소주동,#,가공,12,5,5,기타,32,43.84,"LINESTRING (129.15933367199 35.4063716317122, 129.15939301900073 35.40676374659202)",5,
48330CA010866,4833011700,경남,양산시,소주동,#,가공,12,1,0,기타,173,85,"LINESTRING (129.163731507268 35.4150274710831, 129.1637797894001 35.415027432000045, 129.1639010530426 35.41496631462833, 129.16432922177526 35.414762339595775, 129.16455292660805 35.414698241469495, 129.1645594350829 35.414682265410065)",,
48330CA010943,4833011700,경남,양산시,소주동,#,가공,12,2,2,기타,450,436,"LINESTRING (129.15056968410687 35.421084076676934, 129.15032415104673 35.42072765528096, 129.15002709895424 35.420287838996025, 129.149730697006 35.4198606578074, 129.149436274167 35.4194448934124, 129.14909853237518 35.4193482549793, 129.14874221741258 35.41930578937023, 129.14877858664212 35.41907425211324, 129.1487888289316 35.41900059528679, 129.14882486298868 35.418716816759044, 129.14886235013827 35.41841146549403, 129.1488998444794 35.41804737196004, 129.14866711887422 35.41808217494637)",,
48330CA007645,4833034028,경남,양산시,하북면,용연리,가공,12,1,1,기타,270,21.31,"LINESTRING (129.10137553655 35.4342506370278, 129.101386526226 35.4342506259504, 129.101504476928 35.4342633535441, 129.10160847362 35.4342843455259, 129.101618991188 35.4342871366637)",1,
48330CA022754,4833034027,경남,양산시,하북면,삼감리,가공,24,17,17,#,105,96.09,"LINESTRING (129.05843876185097 35.442828008421365, 129.05844396705191 35.44282920627296, 129.0587613180946 35.4430537433238, 129.059005758514 35.4432862025925, 129.059014228727 35.4432643428397, 129.058798423274 35.44333091887146)",7,
48330CA009908,4833010400,경남,양산시,북부동,#,지중,144,119,114,기타,438,422,"LINESTRING (129.03966673909 35.3474715959818, 129.039988896006 35.3484042548701, 129.0404095616 35.349590064687, 129.0408556640934 35.35089611418081, 129.0408575770745 35.35096060933167, 129.04105778548146 35.350937926804995, 129.04106501773921 35.35094183419516)",100,O
48330CA007852,4833012000,경남,양산시,덕계동,#,가공,12,11,7,기타,310,296,"LINESTRING (129.14903237454206 35.37180434129392, 129.14890649224256 35.371576724057576, 129.14860148923438 35.37137283508985, 129.1481531229887 35.37148895929225, 129.14795833018405 35.37147541665431, 129.14775311029135 35.37140580899505, 129.14752413296034 35.37141118580882, 129.14736684739333 35.37133909246673, 129.14719324241057 35.37125947360477, 129.14694573406715 35.37113155768269, 129.14666704760694 35.37102660533686, 129.146509837759 35.3709497367439, 129.14626357769114 35.37084080327784)",5,
48330CA010017,4833010400,경남,양산시,북부동,#,지중,144,135,131,기타,212,177.94,"LINESTRING (129.04106501773921 35.35094183419516, 129.04106985151333 35.35094087983339, 129.04129746011134 35.35161442304748, 129.04132700904137 35.35162063135372, 129.04134264674627 35.35162159467438, 129.041322099101 35.3516532712917, 129.041594105216 35.3524499035289)",135,O
48330CA010312,4833010400,경남,양산시,북부동,#,가공,12,0,0,기타,183,177,"LINESTRING (129.041059393102 35.35093774466891, 129.0408575770745 35.35096060933167, 129.0408556640934 35.35089611418081, 129.0404112592371 35.34959503482701, 129.04039837932967 35.34959718406025)",,
48330CA007488,4833012100,경남,양산시,매곡동,#,가공,12,6,4,기타,284,301.81,"LINESTRING (129.185192535382 35.3766699546052, 129.18522772627 35.3769477432615, 129.185592220584 35.3770520961154, 129.185825261574 35.3772393118969, 129.186051266318 35.3774718090072, 129.186280342289 35.3778315116822, 129.186495332283 35.3781803830644, 129.186943814753 35.3782655459087, 129.1873045886168 35.37851508904824)",7,
48330CA007714,4833034026,경남,양산시,하북면,백록리,가공,72,72,39,기타,248,247,"LINESTRING (129.075702584016 35.452020829738, 129.075687317144 35.4520030369248, 129.075551294996 35.4517196929602, 129.075430733001 35.4514522061312, 129.07523343737972 35.4510143409582, 129.07502626853 35.4506415998509, 129.074750885312 35.4503218670371, 129.07462292474384 35.44999249324519)",10,
48330CA015309,4833031021,경남,양산시,동면,개곡리,가공,12,12,10,#,350,354.4,"LINESTRING (129.124366681502 35.34910396874832, 129.1240619503519 35.349577938200675, 129.124034446968 35.3497616762051, 129.124179454403 35.3498940517267, 129.124385898457 35.3501099790633, 129.124656609267 35.3504308590861, 129.124907313078 35.3506784547249, 129.12515283084 35.3509554272579, 129.125398219181 35.3512273963515, 129.125629834017 35.3514865937829, 129.125848490265 35.3517368792762)",6,
48330CA010515,4833033023,경남,양산시,상북면,소토리,가공,24,6,6,기타,48,36,"LINESTRING (129.051084130427 35.3865094133889, 129.05108123272797 35.38651051751111, 129.05143987591265 35.38665755960631)",1,
48330CA010948,4833033023,경남,양산시,상북면,소토리,가공,12,0,0,기타,115,119,"LINESTRING (129.048086968752 35.3781039570119, 129.048073769214 35.3781183315344, 129.047777301271 35.3783084070895, 129.04794929440257 35.3786723138253, 129.048125319916 35.3790005645551)",,
48330CA031020,4833033021,경남,양산시,상북면,석계리,가공,12,4,1,#,15,17,"LINESTRING (129.064699131134 35.4183167419129, 129.06450905498 35.4182951337496)",,
48330CA007217,4833032021,경남,양산시,원동면,원리,가공,12,4,3,기타,73,45.95,"LINESTRING (128.91854903412468 35.36469717303688, 128.91859782949288 35.36467976563069, 128.91874701403037 35.36451720558488, 128.91884767353613 35.364662674108864)",,
